path;method;vulnerability
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeBatch_75a.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_execute_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_execute_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_15.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeUpdate_07.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeBatch_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeBatch_01.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeQuery_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_05.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeQuery_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_45.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeBatch_09.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_05.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_02.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeQuery_66b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeQuery_72b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeBatch_68b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_10.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_04.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeUpdate_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_73a.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_22b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeQuery_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeBatch_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_09.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeBatch_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_54a.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_16.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_54a.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_73b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_41.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_06.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeQuery_14.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeBatch_13.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_21.java;goodB2G1;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_execute_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeBatch_05.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeBatch_52c.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_42.java;goodB2GSource;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeQuery_45.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_execute_61a.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_74a.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_08.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_execute_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeBatch_17.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__URLConnection_executeQuery_67b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_15.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_14.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeUpdate_10.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_11.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_45.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_21.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_21.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_53d.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_66a.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_05.java;goodB2G2;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_31.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_02.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getParameter_Servlet_executeBatch_71b.java;badSink;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeQuery_72a.java;goodB2G;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_execute_14.java;bad;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_executeUpdate_61b.java;goodB2GSource;CWE606
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getCookies_Servlet_executeQuery_31.java;bad;CWE89
src/testcases/CWE89_SQL_Injection/CWE89_SQL_Injection__getQueryString_Servlet_prepareStatement_51a.java;goodB2G;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_14.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_08.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_68b.java;goodG2BSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_31.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_01.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_07.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_21.java;bad_source;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_04.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_31.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_06.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_45.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_73a.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_68a.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_22b.java;badSource;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_51a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_21.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_68b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_04.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_81a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_45.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_08.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_16.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_67b.java;goodG2BSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_71b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_45.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_67b.java;goodG2BSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_52c.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_21.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_71a.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_21.java;bad_source;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_02.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_11.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_02.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_31.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_05.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_03.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_52a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_13.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_11.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_22a.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_12.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_68b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_41.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_05.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_02.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_71a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_04.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_22a.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_51b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_45.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_17.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_14.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_10.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_10.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_03.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_06.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_12.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_75a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_67b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_52a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_31.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_11.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_16.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_66b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_22a.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_81a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_02.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_12.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_01.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_07.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_71b.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_68a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_72b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_04.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_68a.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_42.java;badSource;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_01.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_04.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_08.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_15.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_67b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getCookies_Servlet_13.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_09.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_09.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_10.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_72b.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_52c.java;badSink;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_54e.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_41.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_42.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_74a.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_22b.java;badSource;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_01.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_54e.java;badSink;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_75a.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__URLConnection_07.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_14.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashMap_13.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_10.java;bad;CWE606
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_17.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getParameter_Servlet_15.java;bad;CWE78
src/testcases/CWE78_OS_Command_Injection/CWE78_OS_Command_Injection__getQueryString_Servlet_42.java;bad;CWE78
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_HashSet_16.java;bad;CWE606
src/testcases/CWE789_Uncontrolled_Mem_Alloc/CWE789_Uncontrolled_Mem_Alloc__getQueryString_Servlet_ArrayList_05.java;bad;CWE606
